#	Name	D(mm)	t(mm)	g(kg/m)	A(cm2)	d/t(1)	I(cm4)	r(cm)	Z(cm3)	S(cm3)	J(cm4)	C(cm3)	m2	m2
1	40x40	40	3.0	3.41	4.34	10.3	9.78	1.5	4.89	5.97	15.7	7.1	0.152	44.6
2	40x40	40	3.2	3.61	4.6	9.5	10.2	1.49	5.11	6.28	16.5	7.42	0.152	42.1
3	40x40	40	4	4.39	5.59	7	11.8	1.45	5.91	7.44	19.5	8.54	0.15	34.2
4	40x40	40	5.0	5.28	6.73	5	13.4	1.41	6.68	8.66	22.5	9.6	0.147	27.8
5	50x50	50	3.0	4.35	5.54	13.7	20.2	1.91	8.08	9.7	32.1	11.8	0.192	44.1
6	50x50	50	3.2	4.62	5.88	12.6	21.2	1.9	8.49	10.2	33.8	12.4	0.192	41.6
7	50x50	50	4	5.64	7.19	9.5	25	1.86	9.99	12.3	40.4	14.5	0.19	33.7
8	50x50	50	5	6.85	8.73	7	28.9	1.82	11.6	14.5	47.6	16.7	0.187	27.3
9	50x50	50	6.3	8.31	10.6	4.94	32.8	1.76	13.1	17	55.2	18.8	0.184	22.1
10	60x60	60	3.0	5.29	6.74	17	36.2	2.32	12.1	14.3	56.9	17.7	0.232	43.9
11	60x60	60	3.2	5.62	7.16	15.8	38.2	2.31	12.7	15.2	60.2	18.6	0.232	41.3
12	60x60	60	4.0	6.9	8.79	12	45.4	2.27	15.1	18.3	72.5	22	0.23	33.3
13	60x60	60	5	8.42	10.7	9	53.3	2.23	17.8	21.9	86.4	25.7	0.227	27
14	60x60	60	6.3	10.3	13.1	6.52	61.6	2.17	20.5	26	102	29.6	0.224	21.7
15	60x60	60	8.0	12.5	16	4.5	69.7	2.09	23.2	30.4	118	33.4	0.219	17.5
16	70x70	70	3.6	7.4	9.42	16.4	68.6	2.7	19.6	23.3	108	28.7	0.271	36.6
17	70x70	70	5.0	9.99	12.7	11	88.5	2.64	25.3	30.8	142	36.8	0.267	26.7
18	70x70	70	6.3	12.3	15.6	8.11	104	2.58	29.7	36.9	169	42.9	0.264	21.5
19	70x70	70	8.0	15	19.2	5.75	120	2.5	34.2	43.8	200	49.2	0.259	17.3
20	80x80	80	3.6	8.53	10.9	19.2	105	3.11	26.2	31	164	38.5	0.311	36.5
21	80x80	80	4.0	9.41	12	17	114	3.09	28.6	34	180	41.9	0.31	32.9
22	80x80	80	5.0	11.6	14.7	13	137	3.05	34.2	41.1	217	49.8	0.307	26.6
23	80x80	80	6.3	14.2	18.1	9.7	162	2.99	40.5	49.7	262	58.7	0.304	21.4
24	80x80	80	8.0	17.5	22.4	7	189	2.91	47.3	59.5	312	68.3	0.299	17.1
25	90x90	90	3.6	9.66	12.3	22	152	3.52	33.8	39.7	237	49.7	0.351	36.3
26	90x90	90	4.0	10.7	13.6	19.5	166	3.5	37	43.6	260	54.2	0.35	32.7
27	90x90	90	5.0	13.1	16.7	15	200	3.45	44.4	53	316	64.8	0.347	26.5
28	90x90	90	6.3	16.2	20.7	11.3	238	3.4	53	64.3	382	77	0.344	21.2
29	90x90	90	8.0	20.1	25.6	8.25	281	3.32	62.6	77.6	459	90.5	0.339	16.9
30	100x100	100	4	11.9	15.2	22	232	3.91	46.4	54.4	361	68.2	0.39	32.8
31	100x100	100	5	14.7	18.7	17	279	3.86	55.9	66.4	439	81.8	0.387	26.3
32	100x100	100	6.3	18.2	23.2	12.9	336	3.8	67.1	80.9	534	97.8	0.384	21.1
33	100x100	100	8.0	22.6	28.8	9.5	400	3.73	79.9	98.2	646	116	0.379	16.8
34	100x100	100	10	27.4	34.9	7	462	3.64	92.4	116	761	133	0.374	13.6
35	120x120	120	5.0	17.8	22.7	21	498	4.68	83	97.6	777	122	0.467	26.2
