#	Designation	g(kg/m)	D(mm)	B(mm)	t(mm)	T(mm)	r(mm)	d(mm)	b/T	d/t	C(mm)	N(mm)	n(mm)	Ix(cm4)	Iy(cm4)	ix(cm)	iy(cm)	Wex(cm3)Wey(cm3)Wpx(cm3)Wpy(cm3)u	x	H(dm6)	J(cm4)	A(cm2)
31	610x229x113	113	607.6	228.2	11.1	17.3	12.7	547.6	6.6	49.3	8	120	30	87300	3430	24.6	4.88	2870	301	3280	469	0.87	38.1	2.99	111	144
32	610x229x101	101.2	602.6	227.6	10.5	14.8	12.7	547.6	7.69	52.2	7	120	28	75800	2920	24.2	4.75	2520	256	2880	400	0.863	43.1	2.52	77	129
33	533x210x122	122	544.5	211.9	12.7	21.3	12.7	476.5	4.97	37.5	8	110	34	76000	3390	22.1	4.67	2790	320	3200	500	0.878	27.6	2.32	178	155
34	533x210x109	109	539.5	210.8	11.6	18.8	12.7	476.5	5.61	41.1	8	110	32	66800	2940	21.9	4.6	2480	279	2830	436	0.874	31	1.99	126	139
35	533x210x101	101	536.7	210	10.8	17.4	12.7	476.5	6.03	44.1	7	110	32	61500	2690	21.9	4.57	2290	256	2610	399	0.873	33.2	1.81	101	129
36	533x210x92	92.1	533.1	209.3	10.1	15.6	12.7	476.5	6.71	47.2	7	110	30	55200	2390	21.7	4.51	2070	228	2360	356	0.873	36.4	1.6	75.7	117
37	533x210x82	82.2	528.3	208.8	9.6	13.2	12.7	476.5	7.91	49.6	7	110	26	47500	2010	21.3	4.38	1800	192	2060	300	0,863	41.6	1.33	51.5	105
38	457x191x98	98.3	467.2	192.8	11.4	19.6	10.2	407.6	4.92	35.8	8	102	30	45700	2350	19.1	4.33	1960	243	2230	379	0.882	25.7	1.18	121	125
39	457x191x89	89.3	463.4	191.9	10.5	17.7	10.2	407.6	5.42	38.8	7	102	28	41000	2090	19	4.29	1770	218	2010	338	0.879	28.3	1.04	90.7	114
40	457x191x82	82	460	191.3	9.9	16	10.2	407.6	5.98	41.2	7	102	28	37100	1870	18.8	4.23	1610	196	1830	304	0.879	30.8	0.922	69.2	104
41	457x191x74	74.3	457	190.4	9	14.5	10.2	407.6	6.57	45.3	7	102	26	33300	1670	18.8	4.2	1460	176	1650	272	0.877	33.8	0.818	51.8	94.6
42	457x191x67	67.1	453.4	189.9	8.5	12.7	10.2	407.6	7.48	48	6	102	24	29400	1450	18.5	4.12	1300	153	1470	237	0.872	37.9	0.705	37.1	85.5
43	457x152x82	82.1	465.8	155.3	10.5	18.9	10.2	407.6	4.11	38.8	7	84	30	36600	1190	18.7	3.37	1570	153	1810	240	0.871	27.4	0.591	89.2	105
44	457x152x74	74.2	462	154.4	9.6	17	10.2	407.6	4.54	42.5	7	84	28	32700	1050	18.6	3.33	1410	136	1630	213	0.873	30.2	0.518	65.9	94.5
45	457x152x67	67.2	458	153.8	9	15	10.2	407.6	5.13	45.3	7	84	26	28900	913	18.4	3.27	1260	119	1450	187	0.868	33.6	0.448	47.7	85.6
46	457x152x60	59.8	454.6	152.9	8.1	13.3	10.2	407.6	5.75	50.3	6	84	24	25500	795	18.3	3.23	1120	104	1290	163	0.868	37.5	0.387	33.8	76.2
47	457x152x52	52.3	449.8	152.4	7.6	10.9	10.2	407.6	6.99	53.6	6	84	22	21400	645	17.9	3.11	950	84.6	1100	133	0.859	43.8	0.311	21.4	66.6
48	406x178x74	74.2	412.8	179.5	9.5	16	10.2	360.4	5.61	37.9	7	96	28	27300	1550	17	4.04	1320	172	1500	267	0.882	27.6	0.608	62.8	94.5
49	406x178x67	67.1	409.4	178.8	8.8	14.3	10.2	360.4	6.25	41	6	96	26	24300	1370	16.9	3.99	1190	153	1350	237	0.88	30.5	0.533	46.1	85.5
50	406x178x60	60.1	406.4	177.9	7.9	12.8	10.2	360.4	6.95	45.6	6	96	24	21600	1200	16.8	3.97	1060	135	1200	209	0.88	33.8	0.466	33.3	76.5
51	406x178x54	54.1	402.6	177.7	7.7	10.9	10.2	360.4	8.15	46.8	6	96	22	18700	1020	16.5	3.85	930	115	1060	178	0.871	38.3	0.392	23.1	69
52	406x140x46	46	403.2	142.2	6.8	11.2	10.2	360.4	6.35	53	5	78	22	15700	538	16.4	3.03	778	75.7	888	118	0.872	39	0.207	19	58.6
53	406x140x39	39	398	141.8	6.4	8.6	10.2	360.4	8.24	56.3	5	78	20	12500	410	15.9	2.87	629	57.8	724	90.8	0.858	47.5	0.155	10.7	49.7
54	356x171x67	67.1	363.4	173.2	9.1	15.7	10.2	311.6	5.52	34.2	7	94	26	19500	1360	15.1	3.99	1070	157	1210	243	0.886	24.4	0.412	55.7	85.5
55	356x171x57	57	358	172.2	8.1	13	10.2	311.6	6.62	38.5	6	94	24	16000	1110	14.9	3.91	896	129	1010	199	0.882	28.8	0.33	33.4	72.6
56	356x171x51	51	355	171.5	7.4	11.5	10.2	311.6	7.46	42.1	6	94	22	14100	968	14.8	3.86	796	113	896	174	0.881	32.1	0.286	23.8	64.9
57	356x171x45	45	351.4	171.1	7	9.7	10.2	311.6	8.82	44.5	6	94	20	12100	811	14.5	3.76	687	94.8	775	147	0.874	36.8	0.237	15.8	57.3
58	356x127x39	39.1	353.4	126	6.6	10.7	10.2	311.6	5.89	47.2	5	70	22	10200	358	14.3	2.68	576	56.8	659	89.1	0.871	35.2	0.105	15.1	49.8
