#	Name	D(mm)	B(mm)	t(mm)	g(Kg/m)	A(cm2)	d/t(1)	b/t(1)	Ix(cm4)	Iy(cm4)	ix(cm)	iy(cm)	Wex(cm3	Weycm3)	Wpx(cm3	Wpy(cm3	J(cm4)	C(cm3)	(m2)	(m2)
39	160x80	160	80	8	27.6	35.2	17	7	1090	356	5.57	3.18	136	89	175	106	883	151	0.459	16.6
40	160x80	160	80	10.0	33.7	42.9	13	5	1280	411	5.47	3.1	161	103	209	125	1040	175	0.454	13.5
41	200x100	200	100	5.0	22.6	28.7	37	17	1500	505	7.21	4.19	149	101	185	114	1200	172	0.587	26
42	200x100	200	100	6.3	28.1	35.8	28.7	12.9	1830	613	7.15	4.14	183	123	228	140	1470	208	0.584	20.8
43	200x100	200	100	8	35.1	44.8	22	9.5	2230	739	7.06	4.06	223	148	282	172	1800	251	0.579	16.5
44	200x100	200	100	10	43.1	54.9	17	7	2660	869	6.96	3.98	266	174	341	206	2160	295	0.574	13.3
45	200x100	200	100	12.5	52.7	67.1	13	5	3140	1000	6.84	3.87	314	201	408	245	2540	341	0.568	10.8
46	200x120	200	120	5.0	24.1	30.7	37	21	1690	762	7.4	4.98	168	127	205	144	1650	210	0.627	26
47	200x120	200	120	6.3	30.1	38.3	28.7	16	2070	929	7.34	4.92	207	155	253	177	2030	255	0.624	20.7
48	200x120	200	120	8.0	37.6	48	22	12	2530	1130	7.26	4.85	253	188	313	218	2490	310	0.619	16.5
49	200x120	200	120	10.0	46.3	58.9	17	9	3030	1340	7.17	4.76	303	223	379	263	3000	367	0.614	13.3
50	200x150	200	150	8.0	41.4	52.8	22	15.8	2970	1890	7.5	5.99	297	253	359	294	3640	398	0.679	16.4
51	200x150	200	150	10.0	51	64.9	17	12	3570	2260	7.41	5.91	357	302	436	356	4410	475	0.674	13.2
52	250x100	250	100	10.0	51	64.9	22	7	4730	1070	8.54	4.06	379	214	491	251	2910	376	0.674	13.2
53	250x100	250	100	12.5	62.5	79.6	17	5	5620	1250	8.41	3.96	450	249	592	299	3440	438	0.668	10.7
54	250x150	250	150	5.0	30.4	38.7	47	27	3360	1530	9.31	6.28	269	204	324	228	3280	337	0.787	25.9
55	250x150	250	150	6.3	38	48.4	36.7	20.8	4140	1870	9.25	6.22	331	250	402	283	4050	413	0.784	20.6
56	250x150	250	150	8.0	47.7	60.8	28.3	15.8	5110	2300	9.17	6.15	409	306	501	350	5020	506	0.779	16.3
57	250x150	250	150	10.0	58.8	74.9	22	12	6170	2760	9.08	6.06	494	367	611	426	6090	605	0.774	13.2
58	250x150	250	150	12.5	72.3	92.1	17	9	7390	3270	8.96	5.96	591	435	740	514	7330	717	0.768	10.6
59	250x150	250	150	16.0	90.3	115	12.6	6.38	8880	3870	8.79	5.8	710	516	906	625	8870	849	0.759	8.41
60	300x100	300	100	8.0	47.7	60.8	34.5	9.5	6310	1080	10.2	4.21	420	216	546	245	3070	387	0.779	16.3
61	300x100	300	100	10.0	58.8	74.9	27	7	7610	1280	10.1	4.13	508	255	666	296	3680	458	0.774	13.2
62	300x200	300	200	6.3	47.9	61	44.6	28.7	7830	4190	11.3	8.29	522	419	624	472	8480	681	0.984	20.5
63	300x200	300	200	8.0	60.3	76.8	34.5	22	9720	5180	11.3	8.22	648	518	779	589	10600	840	0.979	16.2
64	300x200	300	200	10.0	74.5	94.9	27	17	11800	6280	11.2	8.13	788	628	956	721	12900	1020	0.974	13.1
65	300x200	300	200	12.5	91.9	117	21	13	14300	7540	11	8.02	952	754	1170	877	15700	1220	0.968	10.5
66	300x200	300	200	16	115	147	15.8	9.5	17400	9110	10.9	7.87	1160	911	1440	1080	19300	1470	0.959	8.34
67	400x200	400	200	8.0	72.8	92.8	47	22	19600	6660	14.5	8.47	978	666	1200	743	15700	1140	1.18	16.2
68	400x200	400	200	10.0	90.2	115	37	17	23900	8080	14.4	8.39	1200	808	1480	911	19300	1380	1.17	13
69	400x200	400	200	12.5	112	142	29	13	29100	9740	14.3	8.28	1450	974	1810	1110	23400	1660	1.17	10.5
70	400x200	400	200	16.0	141	179	22	9.5	35700	11800	14.1	8.13	1790	1180	2260	1370	28900	2010	1.16	8.26
71	450x250	450	250	8.0	85.4	109	53.3	28.3	30100	12100	16.6	10.6	1340	971	1620	1080	27100	1630	1.38	16.2
72	450x250	450	250	10.0	106	135	42	22	36900	14800	16.5	10.5	1640	1190	2000	1330	33300	1990	1.37	12.9
73	450x250	450	250	12.5	131	167	33	17	45000	18000	16.4	10.4	2000	1440	2460	1630	40700	2410	1.37	10.5
74	450x250	450	250	16	166	211	25.1	12.6	55700	22000	16.2	10.2	2480	1760	3070	2030	50500	2950	1.36	8.19
75	500x300	500	300	8.0	98	125	59.5	34.5	43700	20000	18.7	12.6	1750	1330	2100	1480	42600	2200	1.58	16.1
76	500x300	500	300	10.0	122	155	47	27	53800	24400	18.6	12.6	2150	1630	2600	1830	52400	2700	1.57	12.9
77	500x300	500	300	12.5	151	192	37	21	65800	29800	18.5	12.5	2630	1990	3200	2240	64400	3280	1.57	10.4
78	500x300	500	300	16.0	191	243	28.3	15.8	81800	36800	18.3	12.3	3270	2450	4010	2800	80300	4040	1.56	8.17
79	500x300	500	300	20.0	235	300	22	12	98800	44100	18.2	12.1	3950	2940	4890	3410	97400	4840	1.55	6.6
80	CUSTOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
