#	Name	D(mm)	B(mm)	t(mm)	g(kg/m)	A(cm2)	d/t(1)	b/t(1)	Ix(cm4)	Iy(cm4)	ix(cm)	iy(cm)	wex(cm3	wey(cm3	wpx(cm3	wpy(cm3	J(cm4)	C	m2	m2
73	180x80	180	80	4.0	15.5	19.7	40	15	802	227	6.37	3.39	89.1	56.7	112	63.5	578	99.6	0.506	32.6
74	180x80	180	80	5.0	19.1	24.4	31	11	971	272	6.31	3.34	108	68.1	137	77.2	704	120	0.503	26.3
75	180x80	180	80	6.0	22.6	28.8	25	8.33	1130	314	6.25	3.3	125	78.5	160	90.2	823	139	0.499	22.1
76	180x80	180	80	8.0	28.9	36.8	17.5	5	1360	377	6.08	3.2	151	94.1	198	111	1040	170	0.486	16.8
77	180x80	180	80	10.0	35	44.6	13	3	1570	429	5.94	3.1	174	107	234	131	1210	196	0.477	13.6
78	180x100	180	100	4.0	16.8	21.3	40	20	926	374	6.59	4.18	103	74.8	126	84	854	127	0.546	32.5
79	180x100	180	100	5.0	20.7	26.4	31	15	1120	452	6.53	4.14	125	90.4	154	103	1040	154	0.543	26.2
80	180x100	180	100	6.0	24.5	31.2	25	11.7	1310	524	6.48	4.1	146	105	181	120	1230	179	0.539	22
81	180x100	180	100	8.0	31.4	40	17.5	7.5	1600	637	6.32	3.99	178	127	226	150	1570	222	0.526	16.8
82	180x100	180	100	10.0	38.1	48.6	13	5	1860	736	6.19	3.89	207	147	268	177	1860	260	0.517	13.6
83	200x100	200	100	4.0	18	22.9	45	20	1200	411	7.23	4.23	120	82.2	148	91.7	985	142	0.586	32.6
84	200x100	200	100	5.0	22.3	28.4	35	15	1460	497	7.17	4.19	146	99.4	181	112	1210	172	0.583	26.1
85	200x100	200	100	6.0	26.4	33.6	28.3	11.7	1700	577	7.12	4.14	170	115	213	132	1420	200	0.579	21.9
86	200x100	200	100	8.0	33.9	43.2	20	7.5	2090	705	6.95	4.04	209	141	267	165	1810	250	0.566	16.7
87	200x100	200	100	10.0	41.3	52.6	15	5	2440	818	6.82	3.94	244	164	318	195	2150	292	0.557	13.5
88	200x120	200	120	4.0	19.3	24.5	45	25	1350	618	7.43	5.02	135	103	164	115	1350	172	0.626	32.4
89	200x120	200	120	5.0	23.8	30.4	35	19	1650	750	7.37	4.97	165	125	201	141	1650	210	0.623	26.2
90	200x120	200	120	6.0	28.3	36	28.3	15	1930	874	7.32	4.93	193	146	237	166	1950	245	0.619	21.9
91	200x120	200	120	8.0	36.5	46.4	20	10	2390	1080	7.17	4.82	239	180	298	209	2510	308	0.606	16.6
92	200x120	200	120	10.0	44.4	56.6	15	7	2810	1260	7.04	4.72	281	210	356	250	3010	364	0.597	13.4
93	200x150	200	150	4.0	21.2	26.9	45	32.5	1580	1020	7.67	6.16	158	136	187	154	1940	219	0.686	32.4
94	200x150	200	150	5.0	26.2	33.4	35	25	1930	1250	7.62	6.11	193	166	230	189	2390	267	0.683	26.1
95	200x150	200	150	6.0	31.1	39.6	28.3	20	2270	1460	7.56	6.06	227	194	271	223	2830	313	0.679	21.8
96	200x150	200	150	8.0	40.2	51.2	20	13.8	2830	1820	7.43	5.95	283	242	344	283	3660	396	0.666	16.6
97	200x150	200	150	10.0	49.1	62.6	15	10	3350	2140	7.31	5.85	335	286	413	339	4430	471	0.657	13.4
98	250x150	250	150	5.0	30.1	38.4	45	25	3300	1510	9.28	6.27	264	201	320	225	3280	337	0.783	26
99	250x150	250	150	6.0	35.8	45.6	36.7	20	3890	1770	9.23	6.23	311	236	378	266	3890	396	0.779	21.8
