#	Name	D(mm)	t(mm)	Kg/m	A(cm2)	D/t	I(cm4)	r(cm)	Z(cm3)	S(cm3)	J(cm4)	C(cm3)	m2	m2
52	D 406.4	406.4	12.5	121	155	32.5	30000	13.9	1480	1940	60100	2960	1.28	8.26
53	D 406.4	406.4	16	154	196	25.4	37500	13.8	1840	2440	74900	3690	1.28	6.53
54	D 457	457	8.0	88.6	113	57.1	28500	15.9	1250	1610	56900	2490	1.44	12.8
55	D 457	457	10.0	110	140	45.7	35100	15.8	1540	2000	70200	3070	1.44	10.3
56	D 457	457	12.5	137	175	36.6	43100	15.7	1890	2470	86300	3780	1.44	8.23
57	D 457	457	16	174	222	28.6	54000	15.6	2360	3110	108000	4730	1.44	6.49
58	D 508	508	8.0	98.6	126	63.5	39300	17.7	1550	2000	78600	3090	1.6	12.7
59	D 508	508	10.0	123	156	50.8	48500	17.6	1910	2480	97000	3820	1.6	10.3
60	D 508	508	12.5	153	195	40.6	59800	17.5	2350	3070	120000	4710	1.6	8.21
61	D 508	508	16.0	194	247	31.8	74900	17.4	2950	3870	150000	5900	1.6	6.48
62	D 508	508	20.0	241	307	25.4	91400	17.3	3600	4770	183000	7200	1.6	5.21
63	CUSTOM	1	1	1	1	1	1	1	1	1	1	1	1	1
